Date,Open,High,Low,Close,Adj Close,Volume,Day
2020-01-15,103.25,103.699997,102.480003,102.790001,99.985497,4209200,484
2020-01-16,102.879997,103.57,102.849998,103.370003,100.549698,6571700,485
2020-01-17,103.43,104.550003,103.339996,104.529999,101.678024,6271200,486
2020-01-21,104.25,104.690002,103.809998,104.580002,101.726669,4854700,487
2020-01-22,105,105.620003,104.419998,104.489998,101.639122,5031400,488
2020-01-23,104.029999,104.370003,102.620003,103.019997,100.209229,7102900,489
2020-01-24,103.589996,103.889999,101.660004,102.029999,99.246246,3839300,490
2020-01-27,98.209999,100.709999,98.010002,100.239998,97.505081,9841400,491
2020-01-28,100.339996,101.050003,99.519997,100.410004,97.670441,5673200,492
2020-01-29,101.07,101.300003,99.169998,99.839996,97.11599,4503700,493
2020-01-30,99.019997,99.75,97.370003,98.190002,95.511017,7065100,494
2020-01-31,98.110001,98.449997,95.919998,96.300003,93.672577,8780300,495
2020-02-03,99,100.919998,98.57,99.269997,96.561554,9727000,496
2020-02-04,101.910004,102.779999,101.260002,101.379997,98.613968,6559600,497
2020-02-05,101.760002,101.970001,99.529999,100.540001,97.796906,6108300,498
2020-02-06,100.900002,101.529999,100.160004,100.269997,97.534256,5641800,499
2020-02-07,99.809998,100.400002,98.970001,99.440002,96.726913,4121800,500
2020-02-10,99.220001,100.510002,99,100.019997,97.291077,4213900,501
2020-02-11,100.07,100.349998,99.440002,100.019997,97.291077,4871800,502
2020-02-12,100.739998,103.080002,100.440002,103,100.189781,8075600,503
2020-02-13,102.510002,103.739998,101.68,103.370003,100.549698,5386800,504
2020-02-14,103.529999,103.889999,102.449997,103.540001,100.715027,4305300,505
2020-02-18,103,103.379997,101.610001,102,99.217064,4916200,506
2020-02-19,102.660004,103.389999,102.43,102.459999,99.66452,6200500,507
2020-02-20,102.459999,102.629997,100.550003,102.529999,99.732605,6427600,508
2020-02-21,102,102.080002,99.629997,100.25,97.514801,5750900,509
2020-02-24,95.540001,97.07,95.25,95.910004,93.293221,8364200,510
2020-02-25,96.349998,96.760002,92.620003,92.900002,90.365349,9602100,511
2020-02-26,93.080002,94.650002,91.989998,92,89.489906,9308400,512
2020-02-27,90,93.059998,88.5,88.550003,86.134026,12825700,513
2020-02-28,86.029999,89.470001,85.150002,89.379997,87.182579,16552400,514
2020-03-02,89.599998,93.139999,87.910004,92.68,90.401466,14102000,515
2020-03-03,92.739998,94.980003,90.57,90.93,88.694489,14767600,516
2020-03-04,92.080002,93.82,90.839996,93.790001,91.484177,6904400,517
2020-03-05,91.260002,91.68,89.940002,90.580002,88.353096,8851100,518
2020-03-06,88.360001,89.389999,85.879997,88.360001,86.187675,12336400,519
2020-03-09,81.889999,86.739998,80.919998,84.110001,82.04216,13272700,520
2020-03-10,86.690002,88.400002,82.879997,88.300003,86.129158,12755900,521
2020-03-11,84,84.629997,82.07,84,81.93486,16172000,522
2020-03-12,78.230003,78.489998,73,74.199997,72.375793,21534800,523
2020-03-13,78.199997,78.199997,71.760002,75.580002,73.72187,21859600,524
2020-03-16,65.279999,72.970001,63.369999,66.790001,65.147964,17976700,525
2020-03-17,67.510002,73.330002,62.400002,69.839996,68.122993,17122100,526
2020-03-18,64.790001,68.330002,60,68.040001,66.367233,19498800,527
2020-03-19,67.040001,72.709999,64.150002,70.339996,68.610687,16177200,528
2020-03-20,71.510002,74.059998,67.199997,67.449997,65.791733,15761900,529
2020-03-23,65,66.879997,60.580002,62.799999,61.256058,17690000,530
2020-03-24,65.699997,72.660004,64,72.330002,70.551781,18849500,531
2020-03-25,80.110001,83.489998,76.199997,79.010002,77.067543,27053200,532
